material_id,bulk_modulus
mp-866014,49.261
mp-866061,45.189
mp-2450,37.561
mp-14398,111.164
mp-11957,75.338
mp-2654140,122.592
mp-11958,58.694
mp-11959,66.913
mp-11290,44.225
mp-8224,56.223
mp-1019087,38.053
mp-1029633,95.413
mp-4438,143.373
mp-30437,66.403
mp-861935,116.199
mp-38843,203.358
mp-1519,37.042
mp-569170,36.971
mp-29015,9.879
mp-1345518,155.411
mp-22592,202.999
mp-27315,58.073
mp-3442,171.657
mp-4019,172.274
mp-5827,176.478
mp-754701,135.519
mp-6109,115.567
mp-984791,45.017
mp-3960,137.995
mp-866223,52.306
mp-1023319,34.78
mp-1023366,33.841
mp-865002,89.209
mp-30483,32.099
mp-1039147,32.75
mp-6693,97.63
mp-672227,71.135
mp-1725,44.942
mp-13364,46.953
mp-1039262,41.447
mp-1734,59.683
mp-5104,69.912
mp-16263,49.099
mp-7204,70.349
mp-16266,54.426
mp-31160,46.54
mp-1025456,56.574
mp-1029267,159.589
mp-4571,149.043
mp-861662,120.366
mp-7781,68.832
mp-7079,139.562
mp-94,41.91
mp-1025377,10.114
mp-555064,45.668
mp-772099,127.189
mp-4452,36.683
mp-3772,31.353
mp-13949,25.359
mp-2051619,57.133
mp-559200,63.647
mp-22304,23.569
mp-568032,27.708
mp-568661,24.544
mp-21374,20.89
mp-27198,24.793
mp-8212,192.406
mp-8922,107.992
mp-31170,82.477
mp-861878,104.19
mp-27577,36.257
mp-3917,99.731
mp-11299,37.856
mp-865926,123.024
mp-865929,136.955
mp-12661,36.705
mp-5151,33.377
mp-18163,28.173
mp-30371,73.514
mp-2642,73.469
mp-983602,91.245
mp-996964,111.634
mp-867260,115.666
mp-542065,58.715
mp-471,36.727
mp-1025311,183.707
mp-1404,89.162
mp-2757,90.157
mp-16886,93.631
mp-1264,113.161
mp-997037,113.831
mp-755478,100.02
mp-561079,31.738
mp-27934,7.509
mp-10969,83.537
mp-4385,89.565
mp-22881,8.647
mp-695850,7.855
mp-16775,100.935
mp-13982,68.712
mp-10967,50.594
mp-754978,75.269
mp-16565,49.675
mp-9075,84.837
mp-241,95.332
mp-861909,160.28
mp-4953,52.238
mp-8275,147.362
mp-3668,65.34
mp-30488,30.017
mp-2695851,77.064
mp-567259,9.621
mp-568233,8.158
mp-570437,6.7940000000000005
mp-675464,132.026
mp-862374,115.643
mp-977367,144.382
mp-1017554,182.751
mp-1132,127.369
mp-13119,91.875
mp-2310,105.752
mp-402,54.996
mp-7904,55.424
mp-1025187,197.567
mp-9330,11.099
mp-1696,111.855
mp-865985,135.78
mp-1194,139.891
mp-866022,189.833
mp-672,53.116
mp-2469,53.24
mp-8459,62.326
mp-1321,39.053
mp-16246,69.142
mp-1070,44.379
mp-2691,44.641
mp-761036,52.257
mp-3078,58.932
mp-4666,74.415
mp-3829,47.195
mp-13907,12.236
mp-5213,57.007
mp-10063,36.646
mp-406,35.041
mp-12779,34.727
mp-28,39.338
mp-64,44.169
mp-20372,34.679
mp-3286,72.027
mp-20908,163.414
mp-20933,121.349
mp-5820,140.722
mp-3437,137.291
mp-5452,113.036
mp-6957,129.529
mp-16272,168.858
mp-3035,142.193
mp-20400,122.45
mp-5577,129.851
mp-2965,123.478
mp-3325,87.924
mp-569697,140.681
mp-10069,-130074.213
mp-27861,177.68
mp-5605,90.121
mp-5173,112.156
mp-569496,94.876
mp-4433,166.749
mp-4767,168.404
mp-3826,124.834
mp-4090,143.283
mp-20181,115.855
mp-985438,77.089
mp-11964,80.182
mp-541196,176.981
mp-5662,151.877
mp-20959,62.668
mp-22810,53.011
mp-22511,64.09
mp-505296,68.732
mp-13263,136.107
mp-2721,120.983
mp-21443,77.426
mp-1025285,114.211
mp-20356,78.176
mp-36699,-34614.003
mp-542458,76.111
mp-977439,35.63
mp-867221,171.176
mp-2413,43.376
mp-10036,64.659
mp-19920,43.072
mp-570018,47.518
mp-20735,38.321
mp-22422,40.96
mp-984772,34.023
mp-31017,144.347
mp-542327,-5009419.169
mp-570175,-0.0
mp-11841,39.055
mp-20384,77.05
mp-20439,55.79
mp-2088,74.275
mp-567305,65.0
mp-20338,114.955
mp-4785,108.295
mp-1025102,130.404
mp-13504,88.552
mp-30750,89.025
mp-4817,96.912
mp-865968,68.397
mp-11351,87.249
mp-3408,182.218
mp-4096,185.363
mp-5323,191.964
mp-21158,80.506
mp-9400,82.941
mp-2748,62.335
mp-5908,80.376
mp-11593,243.781
mp-5757,205.713
mp-1974,-391264.248
mp-21343,172.63
mp-22435,174.986
mp-510376,190.777
mp-457,-29481.903
mp-23285,38.203
mp-1025437,95.872
mp-861888,114.419
mp-2839,95.24
mp-20288,97.581
mp-866189,47.338
mp-31173,53.25
mp-2863,41.295
mp-10316,70.396
mp-866185,74.979
mp-12006,121.691
mp-4454,321.221
mp-20753,171.563
mp-20766,81.668
mp-5766,51.385
mp-22740,84.581
mp-22683,32.511
mp-984702,51.683
mp-204,74.162
mp-20245,82.529
mp-3494,101.993
mp-711,136586225.151
mp-1071448,87.707
mp-1025144,66.669
mp-13121,95.273
mp-505282,109.376
mp-505569,-182.273
mp-1008376,41.701
mp-24011,94.096
mp-30506,64.176
mp-582,195.743
mp-30507,231.621
mp-1798,45.536
mp-13435,-8600646309.996
mp-19934,79.546
mp-13254,51.635
mp-21399,76.858
mp-5951,155.95
mp-505331,81.905
mp-2493,143.06
mp-21188,71.273
mp-1654,-0.0
mp-580354,-5466021.578
mp-1910,146.347
mp-19741,129.653
mp-10688,148.033
mp-20194,170.992
mp-2098,192.391
mp-2154,69.44
mp-7003,110.052
mp-21372,119.689
mp-20225,50.804
mp-1025415,143.898
mp-542777,444.605
mp-951,144.079
mp-1518,171.204
mp-607,219.851
mp-1096,87.161
mp-4973,84.351
mp-387,54.99
mp-777413,160.352
mp-2563,93.807
mp-21115,69.426
mp-1898,89.084
mp-13475,195.504
mp-571044,164.527
mp-30043,185.912
mp-604496,84.663
mp-10523,148.899
mp-505005,93.891
mp-754040,141.282
mp-1911,58.694
mp-21490,77.982
mp-753823,184.155
mp-867361,83.944
mp-985551,31.059
mp-986,35.292
mp-1385,49.695
mp-867186,58.884
mp-7247,88.31
mp-13118,99.644
mp-22620,67.523
mp-54,-1127.579
mp-102,200.587
mp-7573,335.374
mp-27768,331.967
mp-1025318,95.313
mp-1079254,183.184
mp-10055,312.139
mp-19955,157.602
mp-1667,208.679
mp-542316,-11789.582
mp-1025190,100.763
mp-13446,229.015
mp-22204,223.42
mp-19905,212.261
mp-19807,101.711
mp-20373,241.093
mp-1025425,215.784
mp-22166,298.478
mp-1008349,258.138
mp-865193,211.803
mp-943,147.145
mp-11800,91.783
mp-20456,98.035
mp-20679,198.668
mp-1192636,-8827136.513
mp-567747,317.793
mp-1513,291378.268
mp-583,195.215
mp-15679,161.139
mp-2715,121.796
mp-1018672,124.542
mp-452,108.351
mp-22546,195.109
mp-4627,135.022
mp-16363,123.363
mp-553946,142.377
mp-20857,308.915
mp-21347,299.575
mp-22759,325.769
mp-30033,36.206
mp-23240,-18.587
mp-696114,-123.405
mp-6498,72.689
mp-11770,68.316
mp-11771,-1124785.268
mp-10692,54245.001
mp-21237,156.743
mp-30045,122.975
mp-569610,2.998
mp-22262,244.767
mp-1025557,212.426
mp-22270,-513436.447
mp-14285,164.337
mp-1944,143.928
mp-949,218.25
mp-922,227.99
mp-865960,352.906
mp-21464,352.135
mp-2070,127.327
mp-2644,148.223
mp-755,98.829
mp-9835,99.768
mp-1317,84.037
mp-4962,113.942
mp-5881,118.332
mp-20862,109.411
mp-22309,99.992
mp-1390196,30.307
mp-7577,226.984
mp-2379,173.636
mp-20536,125.544
mp-20155,103.565
mp-1018085,185.482
mp-865733,287.788
mp-788,113.699
mp-9945,74.058
mp-90,233.652
mp-568349,64.817
mp-723,-1945444.894
mp-20552,155.123
mp-15809,292.013
mp-12054,298.232
mp-21299,-2565610.522
mp-22803,94.549
mp-21019,338324.74
mp-5749,52.11
mp-20197,183.799
mp-10371,162.519
mp-19821,202.882
mp-5602,67.353
mp-1226352,307.831
mp-27512,123.11
mp-1025151,63.633
mp-2832,55.481
mp-2750,42.043
mp-889,300.71
mp-20937,319.679
mp-570112,309.637
mp-3000,295.563
mp-20685,229.213
mp-1014303,162.71
mp-10373,1860.568
mp-1272,265.536
mp-27840,59.625
mp-729,246.829
mp-570122,29.287
mp-15617,290.926
mp-7506,224.113
mp-4182,77.616
mp-3532,62.714
mp-568565,97.069
mp-260,295.159
mp-1080664,304.935
mp-374,259.702
mp-1226242,301.097
mp-27710,282.538
mp-1078278,274.936
mp-27734,6.419
mp-1018050,336.54
mp-27630,10.055
mp-567504,8.799
mp-1008224,222.218
mp-10394,183.828
mp-5862,92.238
mp-568587,79.768
mp-1018068,227.075
mp-1018067,178.768
mp-1012640,191.177
mp-21495,238.171
mp-567981,199.836
mp-30570,204.598
mp-20861,157.411
mp-541449,12.438
mp-12083,307.958
mp-2132,127.896
mp-1018157,215.484
mp-1007923,196.281
mp-1007974,205.939
mp-4989,130.106
mp-21048,198.838
mp-768680,11.204
mp-7302,125.759
mp-865786,152.758
mp-2515,231.851
mp-12585,230.758
mp-755263,33.052
mp-1413688,39.182
mp-1641,73.845
mp-2666,82.324
mp-22498,56.636
mp-15236,31.363
mp-7576,183.655
mp-1222,194.579
mp-8937,189.969
mp-11191,194.648
mp-865791,253.029
mp-3779,12.075
mp-1018066,167.812
mp-685055,30.068
mp-1,1.974
mp-3,1.717
mp-11832,1.972
mp-639727,1.972
mp-570837,43.315
mp-557018,53.974
mp-571343,49.34
mp-28884,43.521
mp-11181,45.548
mp-559998,134.549
mp-13649,30.729
mp-989535,23.35
mp-989575,23.081
mp-754976,23.555
mp-1029699,17.81
mp-616458,22.432
mp-1025267,13.971
mp-1025185,17.305
mp-15157,32.545
mp-697133,15.217
mp-989570,23.328
mp-561830,17.491
mp-28497,17.295
mp-1025265,24.684
mp-28692,-6.384
mp-27882,8.703
mp-1190751,18.333
mp-643243,11.873
mp-13948,19.374
mp-29398,6.99
mp-8963,28.269
mp-7232,20.095
mp-989538,27.515
mp-6968,34.359
mp-989580,34.612
mp-989585,26.386
mp-571124,16.957
mp-6178,41.268
mp-40143,29.868
mp-6884,25.8
mp-6654,23.035
mp-989405,16.592
mp-570379,19.84
mp-989562,33.191
mp-567652,19.256
mp-23752,13.137
mp-2884,24.479
mp-1025252,17.789
mp-989642,23.548000000000002
mp-989608,18.551
mp-989644,16.182
mp-13816,31.129
mp-989568,31.063
mp-989527,35.858
mp-989514,17.435
mp-6204,34.148
mp-571467,15.187
mp-13925,32.42
mp-8995,22.614
mp-14336,13.155
mp-1025274,34.259
mp-7988,6.526
mp-23425,8.082
mp-21521,35.148
mp-543024,11.422
mp-510268,18.92
mp-11694,15.031
mp-505824,27.319
mp-504729,11.305
mp-29806,9.131
mp-569066,7.646
mp-13548,12.618
mp-13992,20.277
mp-14338,15.169
mp-30062,8.763
mp-505825,32.694
mp-23406,8.616
mp-8191,17.328
mp-9262,11.837
mp-23060,7.331
mp-1025208,36.666
mp-996941,12.617
mp-989605,28.556
mp-42022,28.677
mp-17546,18.521
mp-505782,21.231
mp-1011695,11.808
mp-27830,8.965
mp-989544,11.517
mp-4047,16.017
mp-8932,15.288
mp-641923,7.65
mp-608555,7.82
mp-7297,18.663
mp-27636,7.069
mp-540957,7.489
mp-27828,9.126
mp-996944,14.846
mp-989537,31.424
mp-989560,16.605
mp-2991,35.463
mp-638729,9.79
mp-7903,18.985
mp-505212,7.783
mp-573658,12.943
mp-27544,8.611
mp-1105622,11.595
mp-1226195,17.551
mp-568137,21.386
mp-23029,6.9879999999999995
mp-541014,8.137
mp-569484,8.691
mp-561827,19.917
mp-7618,19.609
mp-863760,34.847
mp-1946459,25.511
mp-567558,17.28
mp-28610,13.37
mp-8666,21.37
mp-18105,8.401
mp-14069,92.213
mp-2667,10.059
mp-9386,7.606
mp-569548,9.584
mp-23026,35.712
mp-23484,10.16
mp-9986,22.044
mp-997024,25.856
mp-574599,10.009
mp-510535,27.061
mp-1225884,10.872
mp-23163,-72630.044
mp-22906,12.31
mp-571222,10.316
mp-614311,11.126
mp-7104,47.44
mp-6628,27.837
mp-541899,10.141
mp-568544,29.552
mp-8399,53.871
mp-22865,14.588
mp-573697,12.229
mp-30206,12.446
mp-546711,10.709
mp-504708,1.924
mp-1029491,24.172
mp-23431,8.359
mp-553303,6.316
mp-7786,10.16
mp-7785,44.731
mp-505198,37.252
mp-561033,34.94
mp-675287,23.924
mp-2456411,7.946
mp-541037,13.66
mp-553310,29.967
mp-1199244,-0.011
mp-17095,12.126
mp-754138,78.024
mp-754055,80.061
mp-561751,41.486
mp-1784,21.461
mp-29400,23.393
mp-5038,12.848
mp-755651,76.461
mp-570223,22.345
mp-632319,11.732
mp-1057286,8.987
mp-24668,19.452
mp-625136,24.052
mp-24141,15.292
mp-27718,22.568
mp-570591,27.743
mp-561947,49.422
mp-754154,79.157
mp-614603,8.224
mp-1056920,9.862
mp-22876,5.347
mp-2649045,21.762
mp-863759,10.835
mp-581024,12.368
mp-553248,71.326
mp-5990,30.297
mp-606604,43.461
mp-6726,30.843
mp-29750,11.461
mp-23004,13.722
mp-8401,62.499
mp-29751,9.34
mp-540609,9.466
mp-510557,15.276
mp-561851,-88.209
mp-8871,47.016
mp-640321,39.169
mp-6973,20.614
mp-5339,14.558
mp-562854,53.728
mp-8978,94.476
mp-553308,67.258
mp-22950,15.269
mp-1441,18.38
mp-1188121,21.448
mp-567681,11.602
mp-600089,18.482
mp-1014168,17.687
mp-23037,21.823
mp-540839,9.811
mp-998307,33.583
mp-573316,22.171
mp-554822,28.723
mp-9636,11.184
mp-754826,62.741
mp-7977,71.864
mp-27214,19.249
mp-27381,9.875
mp-614013,15.373
mp-616378,15.227
mp-1542038,12.624
mp-8397,39.37
mp-34293,48.648
mp-9085,41.027
mp-573755,9.36
mp-867568,116.019
mp-22962,13.373
mp-28283,15.527
mp-567698,10.145
mp-2695837,285.83
mp-753799,80.308
mp-865424,129.135
mp-23038,11.692
mp-22977,12.85
mp-22991,9.676
mp-1029293,105.401
mp-30,151.394
mp-989695,132.163
mp-998890,139.175
mp-1010136,137.832
mp-22271,19.387
mp-505042,56.918
mp-756132,20.591
mp-647164,59.344
mp-4362,-5741.84
mp-7474,110.379
mp-15252,72.817
mp-4728,59.424
mp-677105,58.829
mp-12806,49.734
mp-674953,49.179
mp-2932665,16.664
mp-10952,64.58
mp-12855,53.306
mp-23353,14.625
mp-568598,17.315
mp-361,111.715
mp-760432,95.16
mp-771359,161.174
mp-754084,24.57
mp-759897,45.218
mp-3638,80.272
mp-8090,80.27
mp-29396,49.45
mp-862256,144.311
mp-12087,91.395
mp-618991,91.372
mp-2831205,87.619
mp-1825,79.248
mp-9248,78.911
mp-15895,78.369
mp-15896,63.392
mp-675120,51.832
mp-16566,49.545
mp-10519,66.366
mp-11658,55.604
mp-1389664,29.275
mp-13089,46.933
mp-675880,45.399
mp-8976,9.511
mp-557373,8.464
mp-1025340,347382.73
mp-3345,72.969
mp-20545,71.506
mp-675626,61.042
mp-2258,104.875
mp-607291,33.375
mp-19724,123.646
mp-23733,41.379
mp-7463,124.032
mp-7540,123.036
mp-3934,78.018
mp-5756,62.703
mp-580357,149.816
mp-672265,152.324
mp-12086,169.333
mp-20900,90.479
mp-5702,68.849
mp-29476,51.967
mp-9814,60.879
mp-20683,73.545
mp-867317,144.315
mp-972828,136.43
mp-838,149.365
mp-13138,106.478
mp-581786,106.169
mp-21861,147.302
mp-30594,145.218
mp-28995,89.914
mp-1233,79.958
mp-984351,96.627
mp-998414,86.522
mp-7237,43.939
mp-996975,111.192
mp-5014,43.849
mp-8911,46.958
mp-2977,20.693
mp-12070,106.034
mp-21859,82.504
mp-776320,50.551
mp-5305,66.107
mp-522,138.201
mp-2103,135.617
mp-28376,30.801
mp-754126,147.559
mp-30151,29.101
mp-28896,195.576
mp-12954,117.314
mp-983565,86.186
mp-997054,45.335
mp-997055,73.064
mp-22982,49.799
mp-554238,44.718
mp-23116,72.93
mp-22913,42.59
mp-22917,5.964
mp-23227,23.429
mp-2360071,12.606
mp-22914,56.095
mp-30999,6.14
mp-32829,1.099
mp-1229,66.947
mp-867917,199.92
mp-1196039,31.174
mp-996973,46.181
mp-22863,6.287
mp-22895,38.237
mp-569346,38.568
mp-570081,7.218
mp-570136,8.869
mp-30069,147.435
mp-30592,149.253
mp-11834,81.671
mp-1692,144.365
mp-927,87.682
mp-25886,59.509
mp-540284,43.445
mp-1018029,147.228
mp-996971,155.3
mp-997012,136.396
mp-644311,190.686
mp-12608,229.485
mp-996954,172.104
mp-997098,78.908
mp-755115,47.537
mp-14116,163.487
mp-504,79.551
mp-555599,58.947
mp-760381,81.684
mp-1068,53.369
mp-20525,63.477
mp-867753,187.6
mp-4468,46.586
mp-488,64.721
mp-580226,25.895
mp-2000,69.631
mp-2280,74.484
mp-22414,27.12
mp-16053,31.454
mp-10598,76.069
mp-30595,177.039
mp-20826,12.527
mp-2224869,67.337
mp-88,40.246
mp-10658,41.039
mp-10750,41.225
mp-7121,78.53
mp-2958,180.481
mp-5135,155.789
mp-5976,120.084
mp-2917,119.315
mp-568725,126.743
mp-4939,148.31
mp-21000,115.114
mp-4985,128.929
mp-21415,114.065
mp-569089,164.779
mp-4065,175.786
mp-4692,114.571
mp-3301,133.933
mp-3148,145.085
mp-2893,153.451
mp-4177,155.661
mp-1025364,95.067
mp-864981,99.317
mp-864977,101.086
mp-3513,87.583
mp-13431,82.859
mp-21382,75.399
mp-865159,63.933
mp-568541,164.005
mp-12574,57.181
mp-16267,62.141
mp-31093,101.89
mp-1025323,160.099
mp-864959,103.481
mp-11705,129.258
mp-768241,125.554
mp-984104,108.554
mp-865219,125.9
mp-865006,55.262
mp-977559,73.819
mp-865007,52.775
mp-867349,50.473
mp-2345,143.814
mp-865216,104.247
mp-12669,120.352
mp-7368,66.917
mp-769253,85.195
mp-30625,53.54
mp-866008,61.975
mp-866005,57.964
mp-865156,65.862
mp-984627,63.653
mp-984544,95.673
mp-20844,81.322
mp-979419,40.892
mp-1105737,71.114
mp-4189,39.048
mp-2167,66.847
mp-2618,74.554
mp-567574,85.081
mp-10965,67.671
mp-21198,72.208
mp-433,64.494
mp-803,-8181021.374
mp-569385,92.155
mp-567589,75.98
mp-864995,71.682
mp-3053,119.796
mp-756630,191.925
mp-1018674,70.298
mp-2627,76.57
mp-5632,127.515
mp-1007918,82.469
mp-2057,167.701
mp-1024993,247.431
mp-571041,204.223
mp-3092,223.115
mp-568319,171.865
mp-3183,183.388
mp-22907,53.954
mp-552992,67.393
mp-552008,66.798
mp-546266,67.212
mp-30453,89.435
mp-30307,96.913
mp-864982,3.535
mp-541840,117.411
mp-11294,57.069
mp-864884,63.398
mp-28448,9.947
mp-20193,205.75
mp-2551,873.978
mp-20350,153.834
mp-8742,127.501
mp-2334,71.228
mp-30578,107.72
mp-20010,83.761
mp-601257,45.811
mp-675349,64.673
mp-9304,82.277
mp-1757,90.207
mp-568006,118.137
mp-22698,101.371
mp-30604,68.534
mp-20064,74.223
mp-568354,99.195
mp-862666,141.67
mp-20122,81.505
mp-22149,92.206
mp-24151,84.452
mp-755252,136.012
mp-777422,106.131
mp-11367,63.191
mp-984767,57.572
mp-862692,43.612
mp-20898,64.011
mp-30374,90.936
mp-22384,79.936
mp-1025113,165.87
mp-567588,98.902
mp-1358,198.438
mp-866295,43.506
mp-2077,41.646
mp-1546,41.005
mp-862680,65.63
mp-867762,84.578
mp-867773,54.341
mp-867826,62.879
mp-867348,57.967
mp-866007,47.333
mp-2876153,74.233
mp-1410,163.58
mp-2738,78.297
mp-421,37648933315.642
mp-6223,174.721
mp-1102078,130.886
mp-1179,152.06
mp-30452,79.997
mp-4510,90.475
mp-510152,22.797
mp-2014,87.469
mp-9850,66.326
mp-5767,132.418
mp-16326,127.339
mp-867279,137.752
mp-867278,142.107
mp-2226,91.251
mp-797,127.136
mp-2465,172.498
mp-232,112.175
mp-1388,154.129
mp-15856,199.853
mp-30620,180.429
mp-2470,96.9
mp-28929,10.461
mp-1007,60.478
mp-16327,100.142
mp-31120,164.678
mp-814,81.802
mp-1018683,77.099
mp-2620,91.134
mp-993,87.052
mp-12770,88.042
mp-4171,111.364
mp-30621,175.481
mp-20281,146.12
mp-866287,88.94
mp-865364,181.822
mp-2159,64.339
mp-1018679,58.827
mp-11374,53.012
mp-1007908,29.759
mp-971924,67.395
mp-971922,65.046
mp-979417,56.229
mp-971799,66.15
mp-979434,54.087
mp-979712,59.82
mp-2303,59.752
mp-570093,65.917
mp-865257,129.806
mp-5068,79.781
mp-99,44.76
mp-10752,42.186
mp-1025358,134.393
mp-10856,182.725
mp-568509,150.78
mp-5497,134.9
mp-3239,131.977
mp-4305,122.639
mp-2717767,53.642
mp-3501,98.162
mp-3190,120.929
mp-5451,134.12
mp-5688,132.768
mp-4865,122.05
mp-3455,151.308
mp-12058,169.707
mp-4881,122.991
mp-3958,175.465
mp-3218,134.258
mp-5386,157.308
mp-5022,156.818
mp-11435,98.06
mp-11436,115.021
mp-4071,194.285
mp-977416,103.391
mp-12004,89.518
mp-1025246,167.373
mp-862981,60.36
mp-1025354,131.673
mp-877,55.971
mp-866004,65.736
mp-867214,130.801
mp-1018684,49.451
mp-861946,57.65
mp-862697,75.034
mp-863702,54.51
mp-983556,51.119
mp-679,145.923
mp-2460,152.954
mp-867213,117.96
mp-983555,94.432
mp-30610,76.471
mp-2234,69.36
mp-7064,147.56
mp-16993,115.912
mp-5889,193.302
mp-863667,64.936
mp-861628,59.121
mp-983908,77.836
mp-983583,68.856
mp-862788,61.635
mp-862895,92.632
mp-12388,85.284
mp-3384,173.762
mp-1711,78.243
mp-11854,73.265
mp-775,77.6
mp-568446,79.019
mp-23039,52.919
mp-754673,62.487
mp-2621,69.968
mp-30339,77.336
mp-16745,66.619
mp-36029,53.466
mp-569724,73.07
mp-1208,82.064
mp-31182,93.639
mp-2134,76.715
mp-862656,76.785
mp-1688,79.218
mp-11243,85.251
mp-2466,103.81
mp-1774,171.507
mp-5197,249.809
mp-6982,204.567
mp-3093,225.055
mp-2847,180.963
mp-1296,174.535
mp-23245,54.597
mp-546621,69.714
mp-549709,70.382
mp-551250,66.464
mp-30454,90.805
mp-1579,120.452
mp-867,59.501
mp-7303,57.028
mp-12008,101.387
mp-863738,101.867
mp-863739,125.414
mp-863029,4.864
mp-5353,213.346
mp-2740,215.833
mp-13501,177.407
mp-3128,124.346
mp-1955,73.462
mp-1024991,86.857
mp-30579,106.265
mp-16751,71.734
mp-675180,65.035
mp-8122,97.809
mp-1018685,76.553
mp-9371,72.095
mp-474,98.282
mp-2422,74.361
mp-398,73.646
mp-1025225,86.188
mp-863711,145.122
mp-2264,80.602
mp-20043,122.853
mp-24192,87.63
mp-1018063,102.113
mp-11369,66.229
mp-866003,3.096
mp-1291,55.358
mp-30340,77.665
mp-3950,76.827
mp-4552,88.491
mp-1024983,-8867885.836
mp-4508,89.71
mp-2713,140.411
mp-1495,202.819
mp-2228,42.316
mp-863672,54.634
mp-863674,64.404
mp-862993,58.946
mp-11855,-21280.198
mp-19830,169.316
mp-5370,142.997
mp-867919,177.241
mp-567314,83.503
mp-1939,123.362
mp-6098,170.408
mp-12965,159.788
mp-853,151.736
mp-21272,92.177
mp-4006,141.94
mp-867918,141.574
mp-863734,139.222
mp-851,95.906
mp-2825,129.717
mp-480,166.753
mp-1913,177.756
mp-1025030,189.776
mp-2381,114.582
mp-1762,160.655
mp-863735,126.347
mp-569220,173.521
mp-1623,99.884
mp-10932,108.999
mp-2191,58.352
mp-11836,90.514
mp-16329,101.691
mp-2491,83.657
mp-9978,78.653
mp-378,94.174
mp-2145,87.942
mp-12382,126.591
mp-8535,171.529
mp-569601,176.446
mp-20733,151.348
mp-30613,60.804
mp-13303,78.252
mp-30611,131.951
mp-866285,150.594
mp-3444,138.466
mp-5503,154.87
mp-866299,212.608
mp-863679,185.741
mp-1280,65.928
mp-1018692,59.579
mp-4743,90.675
mp-217,57.284
mp-2431,47.25
mp-754823,87.263
mp-1007907,29.857
mp-552802,89.139
mp-1025096,70.145
mp-569927,80.275
mp-983603,75.818
mp-1018690,75.136
mp-1018694,75.872
mp-1018689,65.841
mp-5848,80.18
mp-20151,55.443
mp-20595,61.992
mp-22609,52.436
mp-19774,38.252
mp-672294,101.06
mp-3412,85.94
mp-1006146,32.63
mp-582736,35.981
mp-20128,63.082
mp-3758,108.198
mp-581754,109.711
mp-8582,133.042
mp-2929310,4.966
mp-4768,94.667
mp-20115,100.771
mp-19808,56.803
mp-1025200,133.071
mp-542568,65.098
mp-22707,40.661
mp-20111,-636755.346
mp-1025136,79.76
mp-19729,55.073
mp-20874,143.683
mp-550566,58.82
mp-580236,24.939
mp-864796,37.559
mp-22887,26.542
mp-504731,68.624
mp-19908,84.28
mp-21168,46.089
mp-22317,48.779
mp-865181,167.47
mp-644246,86.912
mp-753781,165.391
mp-11375,41.48
mp-995,164.26
mp-21253,17.65
mp-20340,109.129
mp-1854,91.067
mp-19862,61.803
mp-542583,32.56
mp-1261,37.377
mp-9873,52.444
mp-1009504,58.661
mp-1018699,46.265
mp-771055,154.842
mp-561203,-2.515
mp-561367,21.59
mp-760482,2.658
mp-13,207.093
mp-136,295.605
mp-613327,325.443
mp-9198,112.916
mp-601848,193.849
mp-19800,222.032
mp-641526,170.181
mp-18695,181.802
mp-20426,136.13
mp-1915,220.866
mp-15722,322.925
mp-1871,222.238
mp-21141,134.088
mp-1095682,229.35
mp-248,248.656
mp-21476,240.287
mp-2650313,76.885
mp-778,219.035
mp-639789,845763.171
mp-22787,237.179
mp-20868,259.462
mp-13154,201.825
mp-510623,218.157
mp-601820,182.283
mp-20344,175.908
mp-20711,142.782
mp-21078,166.23
mp-510619,184.008
mp-1804,253.773
mp-673635,201.279
mp-999189,152.94
mp-1007853,179.994
mp-567703,203.967
mp-1649,193.206
mp-579496,206.727
mp-865212,-1181.2
mp-580234,180.818
mp-2780,85.127
mp-2199,210.833
mp-20883,116.858
mp-22461,124.102
mp-27505,108.798
mp-21850,293.392
mp-535,193.027
mp-2794,230.615
mp-449,175.831
mp-624243,-143601.86
mp-18257,240.169
mp-569594,253.202
mp-1473,337.469
mp-555,185.005
mp-673174,210.46
mp-601842,1834621.425
mp-427,160.334
mp-2008,135.973
mp-561511,139.131
mp-20787,280.84
mp-1007881,251.424
mp-1079437,262.93
mp-22880,10.581
mp-23229,9.771
mp-571096,8.913
mp-23204,15.609
mp-676241,6.185
mp-2090,189.836
mp-22300,183.305
mp-5436,200.083
mp-1007852,191.847
mp-22053,71.55
mp-22648,70.285
mp-3702,197.434
mp-22478,152.403
mp-22510,136.965
mp-21117,117.621
mp-640708,128.509
mp-865191,223.605
mp-1009077,173.813
mp-571122,10.949
mp-10596,-740.944
mp-6988,272.864
mp-2213,184.902
mp-1418,199.381
mp-1007855,193.048
mp-13463,211.801
mp-1005,207.432
mp-20027,175.013
mp-27164,136.947
mp-568328,144.455
mp-570553,135.276
mp-2831,168.069
mp-21845,166.438
mp-2260,200.39
mp-649,263.838
mp-1918,198.729
mp-505531,27.657
mp-226,145.937
mp-1522,162.063
mp-2619,110.972
mp-20714,91.182
mp-971669,100.502
mp-27904,123.849
mp-20311,21.309
mp-760,125.468
mp-871,201.745
mp-1714,182.055
mp-20738,185.12
mp-3464,232.733
mp-862790,246.944
mp-961653,226.039
mp-21260,95.179
mp-22752,80.683
mp-1018062,177.299
mp-636599,200.71
mp-21273,18.22
mp-19880,94.192
mp-29076,228.877
mp-142,50.024
mp-10021,55.429
mp-567540,49.491
mp-569007,47.111
mp-2885,89.188
mp-2776,65.975
mp-865779,188.326
mp-4152,40.307
