num_atoms,volume,density,a,b,c,bulk_modulus
20,291.05972332883755,4.366022680278644,6.6271587,6.6271587,6.6271587,33.661
6,81.38981900218349,4.22977924440864,4.83708932,4.83708848,4.83708905,26.665
2,29.80606164001214,7.067923085550099,3.48021801,3.48021778,3.48021917,58.752
12,166.0112526498712,5.836099373969845,5.150297139999999,5.61804978,5.73745983,30.338
11,196.7206004602908,3.6972598176060067,6.4800898,6.4800898,6.4800898,8.86
4,67.48428229918662,12.82722432788035,4.56989113,4.5698904,4.56989113,117.832
4,141.95081189311327,5.4927363309934805,4.65855721,4.658555580000001,7.55273917,25.5
2,58.69273107551127,6.6422056650950685,4.36214173,4.36214173,4.36214173,34.265
2,70.71047373482818,5.513316065617639,4.64158448,4.64158375,4.64158458,25.685
4,132.86355251753565,5.86841437644397,4.47138773,4.47138773,6.6454011,5.005
8,129.5210647961589,3.9455094185861395,4.62195413,4.62195413,7.56114136,19.738
10,125.10450390817726,4.509524605374598,6.20176848,6.20168496,6.20168693,32.285
4,61.1210263474016,6.730482174964301,3.3093958,3.3093958,5.58085064,102.564
12,226.41691983270917,4.981706215724232,5.07451564,6.210740930000001,7.82116781,63.049
8,132.97168400865837,3.1573492507121808,5.72916574,5.72916679,5.72916544,25.022
7,111.791882679452,16.55107219383598,3.963015,3.963015,7.118014,200.192
4,64.32907440460727,17.891648250968963,4.006844,4.006844,4.006844,200.369
8,113.54116579194519,9.797313913316902,3.1392,6.337389999999999,6.44602046,123.077
4,53.33620436915968,7.558341015778811,6.58407022,6.58407022,6.584071,141.419
10,137.63698529480865,6.698918648590881,6.36589347,6.36589297,6.36589376,86.643
8,193.857813831948,6.639287986064823,7.148586089999999,7.14858609,7.14858609,58.043
4,114.63115663917426,7.023188035590588,4.348972,4.348972,6.060793,52.694
4,115.3826971330389,6.977442786641466,4.37451819,4.37451819,7.40619539,48.782
1,16.471717645686933,2.7200502065796877,2.85595425,2.85595429,2.855955,76.871
5,60.10289424524836,5.5538054984619905,3.88939747,3.8893972100000003,4.58775416,187.321
5,46.47548394229813,5.452147330205377,2.90835497,2.90931293,5.68193713,227.31
5,45.191125248320766,5.889954761651495,2.86232583,2.89002629,5.65089181,224.5
51,698.7024919014683,4.442280826957855,8.53701348,8.537013480000002,12.25216289,122.342
13,213.22146768473965,3.2687088859230413,6.51854871,6.51854949,6.51854829,91.875
13,209.06401632660857,4.0506769223350085,6.47590448,6.47590395,6.47590357,98.031
13,208.32658648253735,3.3619310352946457,6.46828115,6.46828012,6.46828106,96.935
13,213.5582298881041,3.9470278934714216,6.5219787,6.5219795000000005,6.52197893,92.968
21,324.7219931584865,3.4317515052513192,7.71511198,7.71511198,7.71511198,112.279
17,258.93406528362755,7.129181991191166,4.20733385,7.796565009999999,9.03292407,147.4
58,895.4392687125182,7.889845424203616,10.599610649999999,10.599742559999997,10.59967411,132.661
73,622.4402196157666,3.0976373466788516,6.082102519999999,10.225579349999999,10.19735696,184.943
3,54.12616995393652,7.698281282787652,4.24594268,4.24594252,4.24594329,104.282
7,79.70584413074305,7.891567195165762,9.04175511,9.041755110000002,2.942621,230.449
7,158.9138407679644,3.078721109888497,5.58984342,5.58958624,6.44124407,38.504
7,182.2174151356051,4.394395092137062,5.80480399,5.8048044700000005,6.78906361,31.918
14,318.82400589504107,5.023055353224637,7.66811523,7.668115610000001,7.66811605,63.038
7,231.6403313756519,4.851529046556204,6.24518716,6.245188,7.40098005,25.418
4,50.206572052204145,10.091358326700968,4.14087319,4.14087319,4.14087319,199.848
4,50.082651882738624,10.05044658942397,4.1374652,4.137463059999999,4.13746377,203.003
4,49.28951189624988,7.208416978588575,4.11550299,4.11550087,4.11550016,185.345
6,86.07526105407614,4.533902337414891,4.78547458,4.869492700000001,4.86949425,107.587
3,47.01192126628226,4.150615596799397,4.060675,4.04639121,4.060675,96.231
14,131.00854753644543,4.601210141294092,5.70083425,5.70083142,5.7008306,188.445
18,224.69747856761674,4.934229742992425,6.37445554,6.374455539999999,10.080088,173.637
4,45.29525598966276,6.186110860954433,4.00119059,4.00119059,4.00119059,179.509
4,50.14909583429637,10.00066765194184,4.13946889,4.13845332,4.13997028,203.229
4,47.38762652386171,5.904564262581068,4.06187591,4.06187591,4.06187591,163.496
7,159.27341267341353,3.9910997078183232,5.5758336,5.57583351,6.46451977,37.528
7,183.20425677443566,5.169967150371738,5.813718979999999,5.81371942,6.80293156,31.433
7,230.80986908270881,5.503380230790732,6.22638849,6.2263892,7.40470651,25.112
4,53.66097432282749,13.50471161595578,4.23374325,4.233743250000001,4.23374325,233.311
4,53.31820488484353,10.871900893682717,4.22470441,4.22470938,4.22471293,211.649
4,53.15052798631719,10.848854032541855,4.22027606,4.22027606,4.22027606,218.535
24,321.9261233732472,7.2996671810971065,6.85359978,6.85359978,6.85359978,225.38
4,49.903495505746,7.11174962508138,4.13251031,4.13251033,4.13251035,180.486
10,87.42001922579891,3.8734991322814976,5.17795476,5.17795423,5.17795603,231.003
20,171.3207612152271,3.9530686907205626,4.846933,4.985404,7.089941,231.614
40,358.10162617765377,3.7824052599769464,4.8328134,8.30333332,8.92388149,201.586
10,93.37905807237678,3.626309534550063,2.9074770800000005,5.61515557,6.07296595,186.365
40,366.5495260978402,3.6952318255053846,16.66478317,5.598702059999999,5.59869353,197.042
25,242.11840654923031,3.4964438829882143,5.557233939999999,5.56572822,10.02479923,166.16
10,131.0740449781785,2.5834357112541873,5.56390663,5.563906629999999,4.92453293,92.512
10,88.95641738635224,3.8065985407716685,4.79760029,5.25243661,4.79759977,187.289
10,109.42168161879393,3.0946459934226,7.73261236,3.2695464999999997,10.51894167,128.947
20,190.1356428720616,3.5618925888926083,5.31266725,12.01665701,3.156952,182.223
20,178.39592058604515,3.79629049254899,4.793048800000001,4.79305372,8.96664666,189.101
80,757.8542661450691,3.574527544327049,5.658037,5.656882,24.266056,196.991
40,349.5628666885345,3.8747979363252036,7.68627162,7.68627162,7.68627162,212.727
40,335.2503725192363,4.040220639524978,4.7776489,5.03439861,13.93822398,228.207
3,41.330407932391104,9.81098821269095,3.15532682,3.15532682,4.71300952,190.012
3,51.3205035548686,5.189395022195711,4.17127334,4.17127288,4.17127305,109.96
4,54.11298477834897,8.023084499187796,4.2455976,4.2455976,4.2455976,180.532
3,51.30145281075446,8.061222032375682,4.17075746,4.170756719999999,4.17075667,129.675
6,82.43763620684362,6.24565413349683,4.63173266,4.63173115,4.98193129,166.651
3,41.11896168363046,6.2608215559095,3.12084324,3.12084324,4.76376577,168.314
4,54.211096622968135,10.724429528333124,4.24816184,4.24816182,4.2481618,201.068
4,52.69828112458918,8.127724010762533,4.20827213,4.20827213,4.20827213,200.128
30,637.3056611727324,2.3474765930590835,6.54983833,6.549837929999999,17.15362972,32.575
32,340.9735539443443,3.1566437780709897,5.55410567,7.78363494,7.88722262,142.634
32,331.09433074529426,3.250832006462754,5.76742386,7.49185802,7.66267377,176.285
32,292.71348452497534,3.6770839214731534,5.56527499,7.11781131,7.84616848,172.073
7,240.2763280451583,4.782126201482291,4.18908896,7.34896146,8.4471967,5.745
9,139.56112265014835,8.488351760895908,4.87286845,4.87286845,6.786791,158.714
14,250.64764302662192,3.2811219283218116,7.07716929,7.0771684,7.07716894,84.975
7,169.0431675411217,4.275160410021453,5.565882810000001,5.56588367,6.72792856,36.886
7,216.63505549761285,4.827294162079994,6.0326616600000005,6.03266135,7.32329335,28.836
4,58.033916462782535,3.8038661853480207,4.83606781,4.83606781,4.83606781,106.001
4,57.99999361674967,4.1367644661071115,2.77840543,2.77840543,7.51340341,64.012
5,72.39923012237684,4.771500024487534,4.09195191,4.09195136,4.9927787,97.903
4,64.13410331621851,3.9010362587178986,4.00279187,4.00279187,4.00279187,61.751
8,122.23527776813755,7.421679623874527,4.27012569,4.27012564,7.74077817,150.642
16,239.09414916700769,4.91394400490557,3.58254296,8.339723849999999,8.37563272,135.713
16,228.55073726768558,4.058169026526305,4.77057136,6.55890518,7.30433827,112.917
5,67.43506094810814,4.883766098818313,3.994196,3.99419546,4.880862,131.24
8,90.37206592214902,6.879616057786588,3.72527337,4.94345816,4.94345975,172.818
5,68.31902736630272,11.214743837144095,3.1084750100000003,3.1084753,7.40424248,202.423
5,79.47490359712869,6.138300398028752,4.21215347,4.2121536,5.17238445,127.891
16,228.7686352796945,8.899686220380291,4.0435376,5.37832577,10.51932544,157.304
5,79.5399118334319,9.835325264569677,4.2071405,4.20713957,5.18896172,150.267
