num_atoms,volume,density,a,b,c,bulk_modulus
2,55.90896876383438,5.947280919544125,4.40277633,4.40277602,4.40277502,33.016
2,54.23188293600998,6.131196727077983,4.24870483,4.24870483,4.24870483,48.853
4,64.45057255782552,0.10387642391387894,3.84013018,3.8401306699999997,5.04666155,0.469
2,29.109760990291143,0.11499398773390511,3.3570164900000004,3.3570164900000004,3.35701649,0.312
12,89.72908441199431,1.0383114570248944,7.15876328,4.92581135,2.54458791,17.783
12,115.06958229398883,1.0398951897158608,4.34051676,4.34051676,7.06770668,15.606
14,149.11752379154538,2.1843596073652445,4.669782490000001,4.669782490000001,8.53224817,10.776
28,314.64143757963063,3.0604249630834626,4.58832648,8.15352288,8.41039341,8.966
10,127.3631643443672,1.3164952344651388,4.13776384,4.13776384,7.651655,3.07
5,68.97691917301563,1.3114516090546091,4.444629669999999,4.44462967,4.44463023,8.222
16,123.28957235335308,0.9175096736639564,4.97708948,4.97708948,4.97708948,8.895
6,64.00459659004059,2.541025020091157,4.00009576,4.00009576,4.00009576,18.724
5,60.932638799459376,0.43718985615017697,4.293625899999999,4.293622599999999,4.2936221,0.79
12,166.90677515791253,2.884045872925448,6.14945329,6.14945329,4.41368111,9.349
12,120.06670683296188,1.0244498238701005,4.40766733,4.40766774,7.13632075,30.444
18,169.21014083020614,1.2375946850724577,4.723571,3.906135,9.18250395,18.19
32,239.68053505778616,1.5808121059280862,3.55133965,8.13278487,8.29853196,30.335
4,34.11175069408168,1.9477929941359355,2.62368532,2.6236853200000003,5.3920398,9.779
8,362.1722940419676,3.500340724806713,5.08996702,9.62621971,7.83029354,1.785
20,269.5166969553945,4.335262992494945,5.716437,5.890396,8.00416,13.126
16,316.9101839136326,6.373903863048312,4.14855,7.504723,10.179002,28.159
2,17.333256077574035,10.291678070480618,2.9049040199999996,2.9049026900000006,2.90490373,174.968
2,16.301365722997893,10.585145431246795,2.84607556,2.84607475,2.84607486,218.492
2,44.52724345307818,13.312731506672293,3.19238514,3.19238412,5.04504164,108.287
1,22.336669753188993,13.269194633153198,3.1611456600000003,3.1611451700000006,3.16114517,102.549
5,65.21303661252324,8.976510439739018,3.6973856999999994,3.69738653,5.43976104,158.095
5,75.6624660650518,8.066048667497299,3.77829,3.77828908,6.12011221,128.834
20,262.2899454801914,8.770894606830371,5.023701,7.026712,7.430289,181.136
5,66.54389912703743,8.785014609848883,3.72189917,3.72189899,5.47742028,187.543
7,105.52061302934273,8.80094756577371,5.15087768,5.20757411,5.20757411,133.265
3,60.98842425840221,12.656477136491937,3.2039442099999995,3.2039441499999994,6.35854029,111.1
6,120.94313614111896,10.54351914711372,5.21234948,5.476799259999999,5.47680014,111.173
10,178.7758616283116,8.135225048329678,5.47594775,5.475948089999999,7.39722934,114.235
18,210.03580926020484,7.684098087848159,3.31791363,3.3179125500000004,22.03092136,196.908
11,131.43028718584037,6.632535273284064,13.751453010000002,13.751453010000002,13.75145361,190.181
3,60.50277629099702,15.203433235766479,3.22416012,3.22415982,6.25083917,133.005
8,118.14244286175268,11.273995061069773,3.37351513,3.37351404,11.98698973,178.939
24,425.51427246972503,12.984572396470782,8.44260317,8.44260317,8.44260317,136.052
4,66.98760781115823,15.074787423879766,4.55865154,4.55865227,4.55865227,184.201
8,127.52822808410767,11.637788160905966,3.564588,5.15298951,7.4557074,171.95
4,66.40878151423911,15.055902023572678,4.54575489,4.54576133,4.54573071,177.868
4,65.48709672677514,13.031161572048914,4.52435699,4.52435845,4.52435771,177.082
3,55.26354971858343,12.635812503043667,3.15283522,3.15283451,5.98985137,123.959
4,69.50009952434412,14.64003213910289,4.61494796,4.61494796,4.61494796,160.206
4,67.60466883427257,15.001688745247677,4.57260672,4.57260744,4.57260744,175.345
6,131.49996271010397,9.92290443814315,3.913674,3.913674,8.585317,101.457
4,66.40258764677353,15.130372398767687,4.54534306,4.54534306,4.54534306,180.435
4,64.94405963521362,15.419368512414009,4.5118134,4.51181245,4.51181331,201.248
6,116.86961904072156,12.125597878067593,5.240858439999999,5.400590040000001,5.40058878,119.01
10,173.04247913305417,10.865684981398427,5.40940491,5.409406110000001,7.32490111,116.63
6,132.54004957390438,9.922425090743289,3.90756442,3.90756442,8.68030201,93.197
6,114.60179893091865,12.450080215921293,5.29294542,5.3530956000000005,5.35309422,133.014
3,64.33600683415337,14.391113378305276,3.33008193,3.33008193,6.26120998,111.5
14,324.88656666280355,9.517648739869276,3.05736395,10.3084248,10.3084248,73.035
4,68.96108052302303,15.70221449515849,4.60287842,4.6026421,4.60295263,191.166
4,69.41988060679009,15.554532063309034,4.61317171,4.61317171,4.61317171,199.022
4,65.606525845645,15.291006987422037,4.5279154,4.52787885,4.52789424,192.899
4,65.0771629326781,13.136476323603198,4.51489647,4.51489219,4.51489754,175.266
4,69.58606817592573,15.39496656999604,4.61685482,4.61684616,4.61684832,189.709
4,69.39855017793064,13.299556775834574,4.61269917,4.61269917,4.61269917,173.159
6,91.52212545339628,13.462054259511142,5.31312402,5.31312402,3.24209839,194.409
6,105.7570348307275,13.053352369714172,5.23608484,5.201142529999999,5.20114143,140.732
10,169.06256897896654,11.650446378731859,7.062145,7.062145,3.389801,154.562
8,128.00389237479402,11.588320460625114,3.56648881,5.14785014,7.47480438,180.029
4,69.98816376431608,15.508024403571598,4.62572559,4.62572559,4.62572559,187.278
4,68.32259543762173,15.800661262145374,4.58873648,4.58873648,4.58873648,201.65
36,657.4552169256518,11.758289151578975,3.58496007,12.21962583,15.00803885,149.153
3,57.44878379983076,13.394431590034719,3.2659586700000003,3.26595807,5.86049106,136.094
4,68.86466402209905,17.732854589229742,4.60084014,4.60084014,4.60084014,213.322
4,68.61849812924844,17.74838586551615,4.59535149,4.59535149,4.59535149,217.65
4,68.68807217126955,15.619332505228545,4.59690408,4.59690408,4.59690408,197.44
4,69.95806639096372,15.219346658802651,4.62506242,4.62506242,4.62506242,199.747
6,115.5374557383108,11.182943538781206,3.37427404,3.3742734900000007,11.71740703,133.807
8,163.7126436948556,10.340064110684043,3.80163527,3.80163607,13.08008754,122.772
5,74.31419400558609,10.36696632678755,3.60177878,3.60178753,6.61464154,159.176
6,110.83341704812216,11.538330656458774,5.16564679,5.30347437,5.30347408,141.732
8,138.1767776432119,11.721883808591143,3.32679204,3.32679162,14.41627952,137.648
4,67.99991913074608,15.755848335611363,4.58150113,4.58150113,4.58150113,206.099
4,68.00629896043276,13.622130345204617,4.58223463,4.5823443,4.5803618,187.509
4,67.45527411128104,13.688221735630725,4.56923649,4.56923649,4.56923649,193.02
3,66.17875850823182,14.08557235766078,3.5211328400000004,3.5211328400000004,5.88983715,102.866
3,58.24113604385734,12.04292162594286,3.2244603100000004,3.2244603100000004,6.04693341,109.609
4,70.47380083048446,14.34004443182079,4.63696541,4.63696541,4.63696541,160.36
9,137.83849498737558,11.263141214679118,6.32399961,6.32399866,3.97975474,137.085
9,134.0105322789263,10.480709494130753,6.25424808,6.25424702,3.95601738,145.521
11,159.03914497922935,9.417804643034128,3.89003585,6.32216862,7.45696328,155.079
11,160.83406624911896,10.952317897145953,3.8812096899999995,6.472798009999999,7.42910972,157.766
20,389.9870069781916,10.039069360678187,6.86770743,7.53562323,7.53562323,116.6
4,92.0754169446023,13.425830857946389,5.6785559800000005,5.6785559800000005,5.67855598,102.841
10,186.59474170685908,12.116225364412148,7.10040584,7.10040584,3.70111906,133.921
7,84.66641683335696,11.600863509723842,8.638812420000002,8.63881242,8.63881224,212.613
16,256.87025439214904,13.575428382272174,4.26238059,5.57576505,10.80829339,192.803
16,354.14474257294506,12.326667162554292,5.65826053,8.40192329,8.40196593,115.025
10,178.98083953562747,10.978191831303093,3.66328402,6.98985191,6.98985191,143.703
12,148.9327856937136,8.72093053447222,5.77872,4.907788,5.25148408,182.505
5,126.98720853177339,10.339139199949155,3.68365216,3.68365197,9.71149645,37.225
4,87.33492437778973,14.06717093616474,5.61266088,5.61266088,5.61266088,104.481
28,423.50289919996874,11.695505556419015,8.42919852,8.42919972,8.42919947,135.395
10,161.90697492502883,12.612696003282336,5.84082185,5.84082185,8.74354286,149.253
7,132.83095957246726,9.937217760447023,5.32683223,5.32683223,5.40543529,116.342
7,91.89858523995285,13.659998008655876,6.362739030000001,8.43831261,5.54167197,225.032
16,320.5773644231701,10.0840543868134,8.07586084,8.07586197,5.67576631,111.876
18,364.94935285791234,11.940486915695514,8.52860458,8.52860403,5.79356715,118.269
16,292.2846386730469,11.097807325634673,7.85042359,7.85042353,5.47632421,140.749
16,348.21972091240735,11.908089899329186,8.39460577,8.39460086,5.70588316,113.876
18,386.9672969387469,11.734523725931362,8.72536216,8.72536288,5.86916984,111.118
9,217.0432023592213,10.732827416446614,3.78848439,7.802461219999999,7.8024606,77.308
9,190.55290465909863,13.488321395563142,7.80255942,7.802560000000001,3.61418807,107.37
9,183.51965181224065,12.42469046668192,7.65775989,7.65776046,3.61366935,131.265
4,76.94979191613233,12.358941251559584,3.42187445,3.42187445,6.57172388,114.117
4,74.84397912744004,9.117460652791829,3.26291996,4.24826328,5.64041793,117.671
12,204.3665729818543,7.555001011159482,5.22138211,5.221381520000001,8.65582195,119.513
4,68.0149108264318,6.333924578178419,3.9237913200000003,3.92379027,5.21668553,106.503
8,134.6604828558467,6.398333144658634,3.9702023099999995,3.97020211,8.99165194,106.136
4,66.89472973455626,6.439988876188073,4.05941982,4.05941982,4.05941982,103.976
8,114.04860688865566,6.272189555193488,3.9801612300000007,3.9801612300000007,7.72983702,126.648
4,72.66086863676081,13.698362024316546,4.6838739,4.6838739,4.6838739,142.057
4,53.745801996612606,9.989901405468002,4.23597285,4.23597317,4.23597308,172.038
4,58.16258175387075,9.494673931093729,4.34896862,4.34896861,4.34896779,134.159
4,53.178430913577124,9.903622896658574,4.22101445,4.22101445,4.22101445,172.287
4,63.8265235287545,15.347243428921717,4.48578784,4.48578784,4.48578784,214.618
4,54.81424345769462,9.780649173525052,4.26385922,4.26385874,4.26385857,160.645
4,64.88488026143965,10.705462505694763,4.51044631,4.51044583,4.510447,156.936
18,310.8632505763219,12.837891643051405,7.10596791,7.105967739999999,7.10873464,163.496
4,61.176844776388336,11.163549316840344,4.42283428,4.42283858,4.42282784,187.174
4,60.31829121523733,11.221386931745648,4.40202751,4.4020726,4.40200247,195.913
8,157.4889287869576,10.687731907473,3.78670151,3.7867016,12.68227822,127.118
12,224.55203370671956,9.711960247674373,3.68828633,6.79474407,8.96023212,114.549
3,54.7676417971877,17.35570408751092,3.5457102999999996,3.5457102999999996,5.02700773,152.12
3,29.56947202717239,11.237731734079086,3.13267877,3.1326794,3.47921399,252.303
5,68.68237791650677,12.040606933574361,4.09526278,4.09526278,4.09526278,223.425
4,61.91993038078719,10.056687622354204,3.3027471500000005,3.72927786,5.29152796,116.852
28,247.0931056899161,3.9736896829606243,7.04352184,7.043522659999999,7.04352374,125.555
3,39.215087922231575,8.321281331132008,3.77950106,3.7795016,3.1699582,127.5
6,60.84319136221563,6.101176017176306,4.51940161,4.51940308,3.43969043,130.956
4,56.492362832486855,11.561065465944003,4.30693429,4.30693429,4.30693429,189.784
6,83.93869356804292,8.529838946056586,3.69337278,3.6933738,7.10534556,147.205
24,329.0891638996164,9.112183986657827,5.478163,7.79357202,7.804896,129.509
8,292.658279754064,4.745744834446895,9.98704644,9.98704644,3.38809886,5.026
6,130.04308186387354,6.956648493222394,3.55823524,4.10403067,8.90516558,25.147
2,24.882050526085823,12.71333544938229,3.27692905,3.2769292500000002,3.27692928,239.071
4,65.65287527445285,12.563192069705812,4.52817298,4.5281665,4.52818016,169.501
2,31.648858564010858,12.457020854888873,3.16314682,3.16314682,3.16314682,123.98
6,81.4630040752943,12.081836890381446,4.86584039,4.865848519999999,4.86584595,183.341
4,60.03541428876613,11.480456409868657,4.39515472,4.39515427,4.39515488,161.751
6,59.17442436684407,10.576806096853982,4.76532455,4.76532536,3.00897377,253.383
12,175.19978664538093,11.841583714279766,3.79517913,6.42264666,7.18765567,177.383
18,306.26321395161483,11.585585021586688,7.05588592,7.05588625,7.10331537,130.285
6,87.56918898583355,10.713191130509548,4.98450612,4.98450492,4.98450557,188.948
12,299.80311000190716,7.625572698922406,4.07685559,7.303325330000001,10.39114593,41.391
4,56.87042342731277,10.77803590148625,4.31652062,4.31652062,4.31652062,136.591
12,179.1036037977578,10.017605332202457,3.86984772,6.41340148,7.21642365,153.001
8,120.16210500478755,8.2419390723173,3.66137595,3.66137595,8.96352592,139.708
6,86.4435736764034,11.14843374761444,4.96305928,4.96305478,4.96304752,163.391
12,173.4806826887985,11.110291233603,4.97582175,4.97574035,8.09082814,170.582
4,58.26059904649849,11.654151021495645,4.35132461,4.3513545,4.35140644,183.726
12,160.04368206182693,11.01088300274435,3.71189998,6.205919719999999,6.94762095,216.434
4,66.96723359244056,9.61250570444832,3.8571088699999994,3.8571084899999994,5.26311834,100.608
7,109.46331517468417,8.890095436301177,4.09617121,4.09617121,6.52397661,103.655
7,115.1219754508209,8.449656339734823,4.207892,4.207892,6.501732,90.233
6,108.22971788710512,13.660537631273677,4.31666333,4.31666252,6.70686628,131.425
4,53.38345333831844,11.387220035558487,4.22643246,4.22643241,4.2264316,172.836
6,95.36105421454342,10.857430296916288,4.18023947,4.17823533,6.30544613,125.165
4,62.8942058920518,16.703208911455413,4.46383676,4.46383676,4.46383625,212.925
4,54.314591961741336,11.177341660174275,4.25086323,4.2508634999999995,4.25086406,128.242
4,61.10858465711702,12.337457894952701,4.42119037,4.42118678,4.42118246,183.393
4,60.46326957453625,12.368314789583795,4.40557104,4.40557104,4.40557104,197.202
6,106.39076898512359,10.106755303543382,3.75280289,3.78609696,7.72342934,111.883
12,122.86172068265319,8.518221763255445,4.841601410000001,4.841601250000001,6.26032908,213.567
12,200.70277641659416,14.767225313536944,3.95850479,6.62339035,7.65494112,176.04
6,103.56285840336011,9.081563967483959,3.61295349,3.61295349,7.93376417,126.583
6,112.4540771912858,9.748465417175245,3.70033751,3.70033751,8.21282426,111.031
6,141.37701596735403,8.896721398014122,3.73304962,3.73304962,10.14498211,93.679
12,371.40047876615364,6.809632132708429,4.01324803,8.57909793,11.09401546,13.342
3,25.697635780907344,11.663993857850604,3.25435915,3.25435839,3.25435891,146.977
4,29.347906918828855,10.27026528646699,3.084554,3.084554,3.084554,141.255
8,325.99918214184066,5.696818646460706,7.627962,7.62796193,6.46947118,5.829
6,127.29091834923393,8.333322256166289,10.98748181,10.98748181,10.98748195,20.721
4,78.59780438964053,14.519371988569873,4.80811822,4.80811822,4.80811822,128.33
4,59.72666131910512,11.431597274230139,4.38817217,4.38697662,4.38929229,206.086
4,63.80796310621397,10.94049379717598,4.48535258,4.48535329,4.48535326,120.211
4,59.46295388965229,11.468901495674979,4.38114028,4.38114028,4.38114028,145.405
4,70.038677202766,12.000205632417734,4.62733231,4.624294950000001,4.62311272,141.693
4,66.63503687566028,12.438000163289756,4.5506407,4.5506407,4.5506407,172.181
2,34.71344804869957,17.732996611530407,3.26211488,3.26211488,3.26211488,207.546
4,61.30550760168775,20.453971952901608,3.94305799,3.94305799,3.94305799,278.691
4,73.22723159454121,13.531719895672687,4.696012070000001,4.69601207,4.69601207,121.119
4,63.70702280116657,15.306266939301496,4.48298655,4.48298655,4.48298655,187.046
16,206.81660424605553,7.41268075708142,6.36655539,7.37675005,4.40368061,157.33
4,67.63478961422553,10.20448440583897,4.57328812,4.57329099,4.57329387,128.55
4,63.135647893293594,10.746800728835124,4.46954396,4.46954396,4.46954396,154.665
12,170.20283111502954,11.253471060609572,4.88131737,4.88059039,8.25000619,357.683
4,62.42548932769961,11.683906729009335,4.45420845,4.45226201,4.45265633,175.043
12,188.39448410514012,9.220088594142027,3.75141812,6.58595163,7.62525154,163.306
6,107.69348696306497,11.421560807420565,5.34033115,5.340331289999999,5.34033037,304.609
9,140.1143663664333,10.858305791496,6.89715982,6.89715899,3.40103816,206.978
2,22.95971526910952,13.922136544011673,3.19026836,3.19026808,3.19026823,270.382
6,104.79245986832933,7.224172103111216,9.74299539,9.74299539,9.74299571,30.612
6,57.511792215812164,9.084617667438774,3.1275862,6.2399678000000005,4.61898323,268.54
6,57.55241543924991,9.07820531357779,3.12351486,3.12351486,6.81154791,268.296
12,201.49806084032008,9.967290642340865,3.52356062,6.87755498,8.31486213,179.549
4,66.3345806375154,11.700231496192492,4.54378623,4.54379274,4.54379056,218.707
4,61.69210882148105,11.159248597752745,4.43521698,4.43521698,4.43521698,153.406
12,150.06746221397896,11.770259743619478,7.03895901,7.038959039999999,7.03895916,176.825
3,55.87207859236889,10.577284933005686,4.29111286,4.29111233,4.29111276,127.878
12,136.51657927021336,10.24124330798702,5.09417501,5.1506447,5.27621049,204.904
3,31.856872038785816,10.971726148899384,3.55827391,3.55827391,3.55827391,252.656
12,131.46470830953248,10.634789532933349,5.00476369,5.03268505,5.21946336,208.48
24,272.91790420316113,10.24556822655066,10.09373135,5.14134738,5.25900202,217.87
36,442.840715548976,9.47134796862911,4.80995142,5.78402975,15.91755414,200.242
6,74.26979509702473,9.412302148227957,4.81353299,4.81353299,3.20541541,211.548
6,65.47318501810419,10.67688629699135,3.55801933,3.55801933,5.17186121,185.839
2,34.12147875860676,17.943945800934635,3.24346549,3.24346549,3.24346549,225.228
8,143.0440259897088,9.726313501522508,3.65832927,3.65832906,12.34166131,147.126
9,133.5668460702444,11.581918549200072,6.39820626,6.3982072500000005,3.76748512,220.115
4,74.87496571056029,13.429046296582795,4.73097382,4.73097382,4.73097382,171.303
5,71.75693874710115,10.03604964765423,4.155481,4.155481,4.155481,166.252
16,251.90212176715198,13.124674230714792,5.61909437,5.61909498,9.21230751,178.957
4,62.976920456022604,13.124384545479739,3.97857125,3.97857125,3.97857125,179.875
6,93.39388894264142,12.634257662281795,3.99430556,6.19301232,3.98859924,167.044
4,74.12824421532433,16.736784438892183,3.36970902,4.2631372,5.42824526,176.476
16,256.9627004023036,19.74175127502247,5.66295748,5.662958320000001,9.2523658,230.018
4,64.11767492823525,19.779622873015562,4.00245006,4.00245006,4.00245006,231.325
12,205.78123456283154,17.781944348185682,5.25547154,5.25547271,8.60303494,262.427
2,34.297930916334565,13.62380205115344,3.24904685,3.24904685,3.24904685,180.032
4,59.97007563474106,13.490485368224181,3.9142167,3.9142167,3.9142167,215.169
2,33.546059862548866,13.83829588361091,3.22512961,3.22512961,3.22512961,198.115
3,69.47166294957574,5.799198864633348,3.63966434,3.63966402,6.05556247,14.334
8,167.943243722114,5.431896681726764,3.59888445,5.13401151,9.16909621,16.695
12,181.2885727642549,8.300632007841719,5.65965741,5.65965741,5.65965741,141.028
12,274.5045970890496,10.897672258978403,3.78314332,5.53378129,13.95262132,100.739
24,581.7612814378606,9.636448692397614,3.89910177,9.92615687,15.03138881,84.365
6,145.08485389224978,9.66005856125224,4.12328303,4.12328303,8.5336688,87.513
3,63.06298949149443,10.567331877421628,4.46782874,4.46782874,4.46782874,142.704
4,62.380546572905835,9.085563421789375,4.45165389,4.45165389,4.45165389,138.178
4,68.16494512517392,14.808320335827103,4.58520435,4.58520435,4.58520435,182.895
4,66.79272124959252,15.01375212847584,4.5542274,4.5542274,4.5542274,197.703
4,67.54081753039588,10.553586690880202,4.57116427,4.57116934,4.57116427,156.306
4,65.97369067404142,10.711876610777727,4.53553573,4.53553573,4.53553573,172.957
3,78.74332010940539,7.094213799967182,3.76632801,3.76632731,6.40983541,16.811
8,194.61241761505812,7.088325827405289,3.73489424,5.45364534,9.63597088,14.39
8,135.0734256466118,10.158228734914383,3.76822566,5.22344715,6.86239649,151.342
6,97.07726184962706,8.02790995599827,3.64860584,3.6467756700000002,7.5203422,131.995
12,197.11596175598947,10.193772279602907,3.47997824,6.93491418,8.16778268,188.59
12,191.85587820526695,10.836076767792909,3.86860222,6.56573455,7.55331702,169.282
12,191.47768832856673,13.933138591236407,3.88441596,6.55725777,7.51744379,192.495
12,186.97730498490893,10.993960825992396,3.8968512,6.48218953,7.40207273,189.725
4,57.932547929036645,11.715142524967447,4.34322714,4.34322714,4.34322714,228.517
6,99.25570947776899,7.984868089938121,3.52589064,3.52589064,7.98395025,134.279
6,110.317832999048,8.595942114230947,3.55923193,3.55923193,8.70829524,70.196
6,135.7588551991134,8.174958057977188,3.65416812,3.65416812,10.16696008,33.487
8,182.09365435045112,10.840843697567347,5.668023,5.668023,5.668023,101.827
10,173.8966651849714,6.592594481454133,7.4564779,7.4564779,7.45647792,22.014
3,63.0688154674878,10.626912429376361,4.46796629,4.46796586,4.46796603,123.996
18,335.02236324197645,11.898742663215618,7.3254147,7.32541497,7.20906122,148.752
4,67.16747968822767,12.435622439216132,4.56272909,4.56272909,4.56272909,174.628
4,65.60823327024374,12.638254946739735,4.52714544,4.52714544,4.52714544,199.577
6,56.84026027942166,11.764003028822136,3.11413901,3.11413901,6.76783098,277.689
4,67.01030374098951,18.135548886628666,4.55916729,4.55916729,4.55916729,244.954
4,65.94751236222763,13.985763329965632,4.53494081,4.53493503,4.53493792,222.224
2,34.24474863166483,13.407090590852153,3.24736666,3.24736666,3.24736666,188.407
4,66.9629890292355,12.30593981687077,4.55809399,4.55809399,4.55809399,201.069
4,69.2947577813962,11.81875649778543,4.61039844,4.61039844,4.61039844,187.383
4,63.882985775160094,14.51292182261467,4.48711019,4.48711019,4.48711019,246.139
3,97.07335912532491,7.418710913981717,3.99240018,3.99240012,7.03236271,11.738
12,424.78050209720266,6.3835959404381475,4.017188929999999,7.9041184,13.83430789,11.773
6,175.49283418092912,5.88479334756589,3.866784,6.626862,6.84873844,12.699
6,55.21917601292209,8.107382721812735,3.08361415,3.08361415,6.7056235,247.465
4,43.12401027571945,9.794821596511666,3.125392,3.125392,4.414791,269.121
24,275.9192354984873,6.98965632127206,4.770777000000001,5.68478575,10.17510644,182.734
6,96.8288319194962,9.616357259320937,5.15435049,5.15433859,5.15434309,143.701
6,96.6669049151639,10.377937057103038,3.67774647,3.67772591,7.60450274,154.643
6,98.17689715927783,10.218321048453827,3.6804748,3.6804748,7.24772331,156.878
6,94.97808532975777,9.004541161814597,3.64748886,3.64748886,7.13896844,160.956
6,109.26139353865796,16.60122745828153,5.36612224,5.36612378,5.36612161,222.256
2,35.129795406566906,11.52878386233956,3.27510484,3.27510484,3.27510484,115.663
6,96.55307717818154,10.639081287521542,5.149444,5.14944484,5.14944415,110.274
8,124.89528425955821,9.964062646198368,5.7652221,5.765211930000001,4.33891828,106.771
4,69.54144094072255,15.230417578844719,4.61586283,4.61586283,4.61586283,137.013
4,56.92071348684649,10.822862398941261,4.3177926,4.3177926,4.3177926,129.32
4,61.53590291888066,16.95549175848006,4.4314687,4.43146851,4.43146806,211.726
4,47.975870526252734,9.411422003832675,3.2393362,3.2393367399999997,5.27934611,188.438
4,53.99311510590245,11.111216398040975,4.24246037,4.24246037,4.24246037,150.532
4,64.99240742374091,16.20024657569907,4.51293634,4.51293634,4.51293634,175.442
2,45.76211879918505,9.786929586893704,3.21883082,3.21883622,5.10008952,101.368
6,60.44356709606212,8.597755077974577,3.14972593,3.51672217,5.45681539,244.894
12,156.10864854619598,7.099429207957312,4.909868,5.865602,5.87263852,203.819
6,78.0246549182245,7.102128809574146,4.89773188,4.89773188,3.252691,204.4
4,69.42674687043316,11.138881292914938,4.6133238,4.6133238,4.6133238,182.079
4,71.7547319930958,9.269061647622916,4.66430329,4.664306170000001,4.66430583,109.761
3,82.43651943455656,12.121600988955718,5.466696,5.46669687,3.18521781,7.842
1,27.369398234861734,12.1700714417021,3.38257365,3.3825741699999994,3.38257429,6.758
4,108.02232393631581,12.334025771600075,5.36523395,5.36523395,5.36523395,24.448
2,56.95303685730711,11.696919083321099,3.46182782,3.46182799,5.48754828,7.877
2,55.57240584758651,11.987515269653512,4.12068606,4.12068719,4.46795255,11.457
6,171.23671457929728,11.671125528880008,5.81853383,5.72872536,5.89002808,6.181
3,95.13840632338118,10.50325135894577,3.60579603,3.6057960300000005,8.69827036,7.622
9,119.68697695654863,7.4934449961029035,5.29776257,5.29776231,4.92415045,101.62
36,607.2073955290555,6.4549335818661175,11.35125284,5.368554120000001,9.96508495,17.53
3,67.61602585664033,14.643269178371542,2.94585451,4.79092281,4.79092281,82.793
3,64.41860219549343,12.99397438469459,3.03695554,4.60560228,4.60560228,88.269
5,125.25907222772973,13.222952250904275,5.45938512,5.459385350000001,5.45938461,60.904
14,286.56790085401707,14.089971616400218,2.97861131,9.80859616,9.80859616,68.584
4,126.95326369327492,7.337680529788846,4.74307686,4.743077450000001,6.5636687,11.597
4,113.26734016092185,6.920946901167056,4.52905393,4.52905532,6.38339167,11.79
12,339.6929744266541,5.308672819229549,4.74463247,5.73734896,12.47879708,4.621
4,73.93821908749138,9.863237905794927,3.65895312,3.65895277,6.09874901,31.037
3,42.88560785867643,9.23812750099328,3.92894148,3.9289406,3.92894126,86.276
4,151.32114782446848,7.187592350555961,5.07044117,5.070440469999999,6.88874723,10.38
6,259.0286471169092,5.825974857562992,4.47810061,4.47809987,13.99665609,1.936
6,256.0028709572018,5.894833834671947,4.46038977,4.46038977,12.86764923,3.392
8,133.5742810249583,10.770191921803868,3.58509138,5.56420636,6.69606078,22.392
7,110.20967890460764,11.50619006355174,3.95086133,3.95086133,7.06051148,148.263
7,111.86793062697558,17.916159538484745,3.9390361,3.9390361,7.20984092,196.589
4,70.75520375405766,14.410306874987775,3.77477032,4.32946195,4.32946195,114.745
8,150.8510058845772,13.518029835059933,5.323322,5.323322,5.323322,103.076
4,64.93550600601353,13.293670721502039,4.01939551,4.01939551,4.01939551,139.163
4,68.73744307764326,10.331594562111228,7.96125045,7.96125045,7.96125127,39.043
8,110.74044938962895,6.260148693423151,5.71049334,5.71049167,5.71047115,24.756
2,52.378287426563226,7.375818035693488,4.19973724,4.19973756,4.19973508,50.248
6,165.6857303833583,6.995159743431706,4.43070827,4.43070827,9.745591,7.841
2,59.37040875257079,7.818772120151278,4.37886567,4.378865940000001,4.37886635,42.533
2,71.22155211783881,7.6517893927273155,4.65274057,4.65273887,4.6527406,34.16
2,62.72929548793537,8.731908684106015,3.61507932,3.61508049,5.54247846,43.126
3,93.26955879922969,8.809087665966514,3.56802952,3.5680295200000005,8.70684944,42.255
4,124.1921669788344,8.820950521175874,3.55246869,3.55246822,11.36326606,42.273
5,57.700815810139794,8.760693487047641,3.52667707,3.52668377,5.2669533,156.483
5,76.67590260115827,9.270684495848355,3.91090748,3.9109065600000004,5.72524963,135.84
5,71.30846852276036,7.8934401091181305,3.8408802,3.84088032,5.54443981,135.687
5,76.84336672272934,7.524248820112436,3.9323931800000005,3.9323931500000002,5.6943383,113.63
5,57.622120671575615,8.594668481363943,3.45797507,3.4579747499999995,5.40373522,122.263
5,82.42033338750811,8.500110782808752,6.08632882,6.08632882,6.08632882,108.973
5,87.48866776140115,9.724433404951398,4.23317031,4.23316936,5.72680261,135.733
15,271.342865884622,6.101901467739232,6.47419221,6.474192600000001,6.47419108,91.502
5,78.5584097461656,9.038392271584014,4.02482773,4.024827,5.62293508,115.228
5,68.67843194601069,8.323790675058378,3.8456448,3.84564453,5.38147029,151.827
5,76.9598143987545,9.256790661352673,4.03089746,4.03089746,5.52800189,167.766
5,81.44875126150558,12.345371057225796,4.05974207,4.05974158,5.715104,178.854
5,73.05170976699166,7.694176487012943,3.9281098100000005,3.9281092300000005,5.48902381,131.02
5,82.91161692070182,12.047962774220982,4.16677381,4.16677378,5.61124382,173.944
5,84.15592288305665,8.562398115222752,4.1171043,4.11710321,5.75538333,133.284
5,86.44506775582892,11.74198382676053,5.74867196,5.74867196,5.74867196,145.703
5,80.54929982993643,8.800878317502272,4.02915315,4.02915307,5.72153178,156.376
5,82.0585508511673,8.564722873500196,4.15801699,4.15801613,5.58314569,159.103
